route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"0082","36","1","82 | Romillé Langan Chap. Béch. Miniac","","0","1366942","","1",""
"0072","17","11776","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1361314","","1",""
"0072","21","11777","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1361480","","1",""
"0072","35","11778","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1366783","","1",""
"0072","41","11779","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1372230","","1",""
"0074","35","1178","74 | Orgères Bourgbarré","","0","1366866","","1",""
"0072","43","11780","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1371975","","1",""
"0072","13","11781","72 | Rennes Henri Fréville via Mivoie","","1","1362028","","1",""
"0072","17","11782","72 | Rennes Henri Fréville via Mivoie","","1","1361394","","1",""
"0072","21","11783","72 | Rennes Henri Fréville via Mivoie","","1","1361549","","1",""
"0072","35","11784","72 | Rennes Henri Fréville via Mivoie","","1","1366851","","1",""
"0072","41","11785","72 | Rennes Henri Fréville via Mivoie","","1","1372296","","1",""
"0072","43","11786","72 | Rennes Henri Fréville via Mivoie","","1","1372041","","1",""
"0072","13","11787","72 | Rennes Henri Fréville via Mivoie","","1","1362029","","1",""
"0072","17","11788","72 | Rennes Henri Fréville via Mivoie","","1","1361395","","1",""
"0072","21","11789","72 | Rennes Henri Fréville via Mivoie","","1","1361550","","1",""
"0074","41","1179","74 | Orgères Bourgbarré","","0","1372310","","1",""
"0072","35","11790","72 | Rennes Henri Fréville via Mivoie","","1","1366852","","1",""
"0072","41","11791","72 | Rennes Henri Fréville via Mivoie","","1","1372297","","1",""
"0072","43","11792","72 | Rennes Henri Fréville via Mivoie","","1","1372042","","1",""
"0072","13","11793","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1362071","","1",""
"0072","17","11794","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1361240","","1",""
"0072","21","11795","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1361593","","1",""
"0072","35","11796","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1366894","","1",""
"0072","41","11797","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1372339","","1",""
"0072","43","11798","72 | Rennes Henri Fréville via T. Tizon / Mivoie","","1","1372084","","1",""
"0072","13","11799","72 | Rennes Henri Fréville via Mivoie","","1","1361959","","1",""
"0012","43","118","12 | Grand Quartier","","1","1372040","","1",""
"0074","43","1180","74 | Orgères Bourgbarré","","0","1372055","","1",""
"0072","17","11800","72 | Rennes Henri Fréville via Mivoie","","1","1361314","","1",""
"0072","21","11801","72 | Rennes Henri Fréville via Mivoie","","1","1361480","","1",""
"0072","35","11802","72 | Rennes Henri Fréville via Mivoie","","1","1366783","","1",""
